,X,Y,Area,Perimeter,Radius,Circularity,Convexity,Inertia,Graymean,Graystd,Repimean,Repistd,Gepimean,Gepistd,Bepimean,Bepistd,X_rawImage,Y_rawImage,plate_barcode,colony_index
31,618,874,343.0,70.28427064418793,10.770329614269007,0.8725447288286424,0.9689265536723164,0.9998140898826201,151.26764,0.15317395,90.70712,0.09400278,100.771774,0.084909625,259.05597,0.047322765,768,1024,S2R80105,31
32,519,867,104.0,39.65685415267944,6.708203932499369,0.8310108289637274,0.985781990521327,0.9980154652391634,162.8647,0.097105764,85.811226,0.062981956,96.66575,0.07164123,255.94809,0.047844782,669,1017,S2R80105,32
33,919,870,136.0,57.31370830535889,7.245606220104248,0.5202735581380885,0.7884057971014493,0.9980296853683335,170.70451,0.0671723,82.72025,0.053749017,93.84566,0.04996082,251.34155,0.028172469,1069,1020,S2R80105,33
34,161,871,278.0,63.79898929595947,10.246834584086285,0.8582761859210724,0.9754385964912281,0.9998357608832363,154.0135,0.059611022,84.59869,0.05253749,95.41891,0.053291474,251.35136,0.040131297,311,1021,S2R80105,34
35,880,866,348.0,70.62741661071777,10.793491720330488,0.8766827593162495,0.9775280898876404,0.9998970491867296,151.86978,0.13937244,94.66958,0.08371501,105.77644,0.06098351,276.38147,0.05196643,1030,1016,S2R80105,35
36,903,859,113.5,41.071067690849304,6.4031242374328485,0.8455391860810836,0.9826839826839827,0.9324674606774717,163.34729,0.0595882,87.67232,0.04199878,101.10281,0.0440452,264.37616,0.02016225,1053,1009,S2R80105,36
37,1292,861,455.5,81.69848430156708,12.206555615733702,0.8575713162878794,0.965042372881356,0.9999212766429768,151.33507,0.11918705,89.76805,0.07330057,100.76054,0.06783555,269.4589,0.04714375,1442,1011,S2R80105,37
38,1229,859,348.0,72.28427064418793,10.770329614269007,0.8369538305303533,0.96398891966759,0.9998977597918679,152.12389,0.12507465,90.08295,0.079020955,101.32464,0.065911405,265.07635,0.034128346,1379,1009,S2R80105,38
39,1150,863,985.0,155.0538226366043,17.592330848745014,0.5148505004850672,0.7985407377381435,0.9999887871816491,164.5509,0.04537048,86.64712,0.03710221,97.86837,0.03915064,263.8121,0.025066921,1300,1013,S2R80105,39
40,1175,882,967.5,151.49747359752655,17.72004514666935,0.5297244962949846,0.8116610738255033,0.9999353022508483,165.00452,0.03834785,86.1301,0.0386461,96.73194,0.031652246,261.29306,0.025892641,1325,1032,S2R80105,40
41,990,855,444.0,81.94112467765808,11.53182902034099,0.8309769801483704,0.9527896995708155,0.999923442618762,153.7989,0.09913172,91.280876,0.060021143,102.359505,0.054836165,263.11224,0.031372342,1140,1005,S2R80105,41
42,1003,872,198.0,54.14213538169861,8.54400374531753,0.8487978939869842,0.9682151589242054,0.999678162472943,157.88606,0.107560985,90.22896,0.06007604,100.04151,0.06533747,262.0787,0.039986953,1153,1022,S2R80105,42
43,454,847,91.0,36.485281229019165,5.830951894845301,0.8590448924817606,0.9837837837837838,0.9985086143724242,165.24562,0.067126565,86.96685,0.04705416,95.97192,0.050776597,258.01556,0.025587495,604,997,S2R80105,43
44,191,846,122.0,48.485281229019165,6.555664084966109,0.6521535410068775,0.8591549295774648,0.9985033100289636,169.25165,0.027694277,81.037445,0.031129427,91.45355,0.028037801,246.35692,0.015985474,341,996,S2R80105,44
45,670,846,358.0,77.45584344863892,11.442519899109287,0.74986747303129,0.9310793237971391,0.9956994044183535,162.32185,0.051157005,87.78978,0.03927756,98.86063,0.043827433,263.6136,0.027716931,820,996,S2R80105,45
46,157,834,88.0,46.82842707633972,5.061552812808831,0.5042819171260337,0.775330396475771,0.9976130498153601,167.13075,0.026829857,81.78761,0.02246433,91.973946,0.02503268,245.3389,0.01706245,307,984,S2R80105,46
47,1397,837,322.5,74.72792184352875,10.0,0.7257278227986388,0.9293948126801153,0.999882703197387,160.20155,0.045604926,83.976814,0.035479918,95.12332,0.037014686,261.8233,0.02897893,1547,987,S2R80105,47
48,1033,832,209.0,56.14213514328003,8.54400374531753,0.8332557122421276,0.9698375870069605,0.9993745574677296,158.45418,0.09567175,90.037636,0.06439865,100.26761,0.059231114,265.6284,0.028699912,1183,982,S2R80105,48
49,1035,853,514.0,99.11269783973694,13.0,0.6575282059978269,0.8675105485232067,0.9999575688520614,160.97795,0.050553814,87.926155,0.03887084,99.36617,0.03870281,265.45096,0.026545443,1185,1003,S2R80105,49
50,544,825,100.0,37.31370830535889,5.830951894845301,0.902553676600567,0.9900990099009901,0.99876532285778,164.85818,0.064987466,85.22166,0.05833833,97.62975,0.058742255,261.46252,0.045457892,694,975,S2R80105,50
51,756,822,156.5,52.72792184352875,6.708203932499369,0.7073639066680959,0.9098837209302325,0.9995568239769649,168.3175,0.039830364,87.33399,0.03219916,100.109634,0.032184184,270.58862,0.020570954,906,972,S2R80105,51
52,1304,823,262.5,68.38477563858032,9.353188718899013,0.7053754152910212,0.8959044368600683,0.9998252285563495,160.97429,0.050154235,85.23293,0.039073784,96.52867,0.03268639,265.49954,0.029285068,1454,973,S2R80105,52
53,1286,827,210.5,56.041630148887634,8.51464255977805,0.8422488854078207,0.9611872146118722,0.9984323245320144,158.83107,0.043751482,85.834114,0.032734443,98.787994,0.035218168,268.99194,0.02264007,1436,977,S2R80105,53
54,1273,838,153.0,48.97056245803833,7.0710678118654755,0.8017354932177658,0.9503105590062112,0.9665293232822741,159.48334,0.041661166,87.1784,0.034906007,97.84973,0.031129219,269.07117,0.018823398,1423,988,S2R80105,54
55,871,815,112.5,43.071067690849304,6.363839778884804,0.7620634125162311,0.9375,0.9985554050452098,168.71065,0.032092884,85.95228,0.028111931,99.65729,0.027879888,261.6733,0.02127491,1021,965,S2R80105,55
56,827,818,155.5,52.72792184352875,7.211102550927978,0.7028440095008877,0.8988439306358381,0.9989513400211327,161.23502,0.04810794,88.583496,0.03428799,101.43815,0.03809185,272.2279,0.028436648,977,968,S2R80105,56
57,1089,819,383.5,74.04163014888763,11.35773137498807,0.8790696546071473,0.979565772669221,0.9975304455785019,150.09027,0.1430073,90.75747,0.083208874,102.307304,0.07316877,260.56058,0.025701804,1239,969,S2R80105,57
58,1497,805,197.0,54.14213538169861,8.773298588520893,0.8445110359365448,0.9704433497536946,0.99956028006027,156.87646,0.04156036,84.22337,0.043882806,96.05298,0.030848306,266.02692,0.024045665,1647,955,S2R80105,58
59,1492,818,169.5,53.21320307254791,8.06225774829855,0.7522128774070287,0.9137466307277629,0.99941445632335,152.45334,0.093364924,86.20321,0.06812102,97.89151,0.0626824,261.37823,0.051777925,1642,968,S2R80105,59
60,779,799,442.0,91.79898953437805,13.601470508735444,0.6591076188052193,0.911340206185567,0.9999414474100939,167.2923,0.037229154,88.375496,0.03705555,99.7839,0.036725413,273.22845,0.026996916,929,949,S2R80105,60
61,1394,794,234.5,58.3847758769989,8.573164506180078,0.8644770660623583,0.9710144927536232,0.9997401365674663,154.98747,0.10597219,86.49994,0.057606563,97.578224,0.064765416,267.27206,0.040575143,1544,944,S2R80105,61
62,674,789,165.5,55.55634868144989,8.573164506180078,0.6738146858303249,0.8897849462365591,0.9995418706468853,173.82353,0.031851202,85.62533,0.027225003,97.15749,0.030458774,263.57706,0.018393604,824,939,S2R80105,62
63,1416,790,263.0,61.79898965358734,9.460407056280872,0.8653720471429553,0.9776951672862454,0.9997827850576163,150.89209,0.12894365,88.11648,0.08191079,99.282906,0.07607169,269.41193,0.050233208,1566,940,S2R80105,63
64,891,789,233.5,60.3847758769989,8.94427190999916,0.8047145085517718,0.9491869918699187,0.9947597205926498,160.72688,0.049760707,89.96845,0.036543082,101.488846,0.030849002,275.68054,0.025664566,1041,939,S2R80105,64
65,1180,783,117.0,52.485281229019165,5.0,0.533728837611655,0.8447653429602888,0.9993991053627787,171.82034,0.04305903,80.106064,0.040035613,91.98596,0.04011462,256.11786,0.033677626,1330,933,S2R80105,65
66,202,798,923.5,142.18376553058624,18.0,0.5740460598782584,0.8543015726179464,0.9999866165854344,164.51077,0.04156815,85.49342,0.036671802,96.62152,0.035055775,257.7966,0.024381017,352,948,S2R80105,66
67,918,783,117.5,42.72792172431946,6.4031242374328485,0.8087684328798469,0.9475806451612904,0.9970069358436311,164.177,0.043657117,88.78785,0.037268475,100.25962,0.03044681,272.12625,0.02277214,1068,933,S2R80105,67
68,935,794,367.5,73.21320307254791,11.313708498984761,0.8615656828710011,0.9722222222222222,0.999900259019592,153.25694,0.116252005,92.356155,0.07382157,103.799904,0.06298044,277.67105,0.040714927,1085,944,S2R80105,68
69,984,784,343.0,71.11269760131836,10.770329614269007,0.8523337330095271,0.9594405594405594,0.9998009456254929,154.14694,0.11676245,91.012436,0.064109795,102.218376,0.061873287,266.68887,0.025049504,1134,934,S2R80105,69
70,608,774,123.0,47.31370830535889,6.203658925317489,0.6904639355012696,0.8978102189781022,0.9947803050798582,169.53293,0.056055717,87.720894,0.04639932,98.13712,0.03688697,268.61142,0.02953986,758,924,S2R80105,70
71,433,777,476.0,91.11269819736481,12.767085268111776,0.7205415025167731,0.9118773946360154,0.9998885291175241,160.67538,0.06734316,87.517,0.047270242,98.854866,0.044724643,265.4152,0.03226742,583,927,S2R80105,71
72,747,765,75.5,33.071067690849304,5.385164807134504,0.8674818224861485,0.9869281045751634,0.9597495869682408,165.34691,0.04407503,88.20457,0.037779253,98.16729,0.032783464,270.58136,0.02156243,897,915,S2R80105,72
73,376,768,256.5,60.3847758769989,9.219544457292887,0.8839797492228244,0.9827586206896551,0.998675716280192,157.84691,0.10105487,89.05455,0.06645194,100.24545,0.058178566,266.01733,0.04902341,526,918,S2R80105,73
74,1426,762,272.0,70.14213538169861,9.899494936611665,0.6947375960443561,0.8947368421052632,0.999679253867641,162.584,0.04317892,84.47094,0.03346823,95.69687,0.032494973,264.26385,0.022399044,1576,912,S2R80105,74
75,965,760,192.0,59.31370830535889,8.246211251235321,0.6858054603098395,0.909952606635071,0.9994486705254501,164.51463,0.06451153,85.905304,0.06067864,98.18967,0.04416851,268.09357,0.044433016,1115,910,S2R80105,75
76,481,756,135.0,48.485281229019165,7.175588850572996,0.7216453117699053,0.9183673469387755,0.9975972444417932,168.77434,0.041758597,85.23951,0.032958854,96.43841,0.034952328,260.0164,0.021999234,631,906,S2R80105,76
77,592,758,348.5,72.3847758769989,10.723399819563308,0.8358304299105661,0.9653739612188366,0.9996817775430669,154.44182,0.10924034,91.8167,0.060493175,102.57409,0.054334197,275.99738,0.037908863,742,908,S2R80105,77
78,1389,755,366.5,72.87005710601807,11.045361017187261,0.8673325060455498,0.9708609271523179,0.999903052933789,154.2189,0.11905031,86.82771,0.074835815,100.004875,0.058191344,259.4542,0.02427937,1539,905,S2R80105,78
79,1061,751,215.5,57.55634868144989,8.999828524068288,0.8174678260468715,0.9577777777777777,0.999720638473794,160.2998,0.053771887,86.74906,0.03858899,99.25722,0.033756968,270.3622,0.028039234,1211,901,S2R80105,79
80,137,750,103.5,44.24264061450958,5.894144522283677,0.6644589171300577,0.8922413793103449,0.9987860752200249,168.74892,0.029819937,84.83836,0.026094675,96.25362,0.027383687,259.4083,0.019846782,287,900,S2R80105,80
81,683,744,155.0,47.31370830535889,7.810249675906654,0.8700968292902178,0.9841269841269841,0.9994264922698023,160.46129,0.13009931,89.95825,0.080059394,101.86128,0.08048987,277.48615,0.05904046,833,894,S2R80105,81
82,242,742,103.0,46.485281229019165,6.082762530298219,0.598985298630877,0.8477366255144033,0.9984856418388514,171.79468,0.031055223,84.60319,0.03618394,95.61256,0.031328533,261.06137,0.016121099,392,892,S2R80105,82
83,405,745,354.5,71.21320295333862,10.816653826391969,0.8784257631808786,0.9792817679558011,0.9964436915346604,152.1597,0.12869705,90.558426,0.08107752,100.76925,0.069987744,265.40756,0.03575982,555,895,S2R80105,83
84,1432,742,245.0,58.97056245803833,9.219544457292887,0.8853304635832892,0.9819639278557114,0.9997906373999041,154.05289,0.118747406,87.23405,0.07416926,99.33501,0.067154124,273.97485,0.04436443,1582,892,S2R80105,84
85,887,746,446.0,82.76955139636993,12.083045973594572,0.8180945886549766,0.948936170212766,0.9995255629377382,153.79283,0.12818389,90.6075,0.079989105,103.231285,0.06982474,273.6158,0.03970526,1037,896,S2R80105,85
86,1259,739,355.0,79.11269772052765,11.090169943749475,0.7127641189850256,0.9067688378033205,0.9998978359649143,161.15553,0.05443961,86.0587,0.033887494,97.37622,0.033318948,272.02734,0.025709527,1409,889,S2R80105,86
87,871,733,88.0,36.485281229019165,5.830951894845301,0.8307247311911531,0.9777777777777777,0.9976789307914194,168.86513,0.030512998,84.1261,0.031872213,96.53054,0.033372458,267.04764,0.02335553,1021,883,S2R80105,87
88,513,729,57.5,29.071067690849304,4.47213595499958,0.8549795832563577,0.9745762711864406,0.8490677364392588,170.47577,0.044672158,83.82805,0.034219775,93.17024,0.04402168,257.45633,0.03287349,663,879,S2R80105,88
89,1455,727,81.0,34.485281229019165,5.656854249492381,0.8559084989694443,0.9759036144578314,0.9964620276278006,165.0034,0.036069646,82.65145,0.03206787,95.49335,0.024374213,269.29245,0.02192551,1605,877,S2R80105,89
90,541,728,399.0,75.45584344863892,11.661903789690601,0.8806371525653088,0.981549815498155,0.998534620041886,152.51584,0.12674518,89.44938,0.08197721,101.45038,0.06640391,267.16138,0.038923945,691,878,S2R80105,90
91,317,726,317.0,66.62741649150848,10.63014581273465,0.8973527105521416,0.9860031104199067,0.9998663494599309,153.44695,0.14037973,88.545944,0.07434417,101.30366,0.07006245,254.33281,0.02225579,467,876,S2R80105,91
92,162,722,196.0,55.79898941516876,8.154234499766936,0.791067001048704,0.9289099526066351,0.996811781017007,160.28886,0.06178316,89.25711,0.04785812,100.012054,0.035115574,271.2202,0.029361015,312,872,S2R80105,92
93,1197,716,450.0,91.4558435678482,12.509213758763249,0.6760821315448213,0.8737864077669902,0.9998705956414061,164.95372,0.04316155,84.25536,0.03340563,95.552155,0.029865485,270.52954,0.02719999,1347,866,S2R80105,93
94,1283,710,272.5,73.55634891986847,8.573164506180078,0.6329013793114221,0.8818770226537217,0.9998418548701478,166.00056,0.04287035,84.07952,0.027079463,96.71237,0.030898977,261.3887,0.02111077,1433,860,S2R80105,94
95,1012,700,388.5,77.21320295333862,11.40175425099138,0.8188752607853462,0.955719557195572,0.999865897805761,154.5645,0.09780756,88.736694,0.06668311,101.88706,0.05674306,272.5526,0.030880231,1162,850,S2R80105,95
96,1004,721,277.5,65.21320307254791,9.924428900898052,0.8199772205443525,0.9536082474226805,0.9983714929645189,156.79929,0.0958533,89.225716,0.06318425,101.57259,0.059081364,271.47363,0.03168189,1154,871,S2R80105,96
97,986,727,326.0,76.62741649150848,10.462887976860825,0.6976845361161742,0.8846675712347354,0.9998557995340938,166.03197,0.05255221,85.036674,0.04126896,97.51511,0.038918126,271.32968,0.029127462,1136,877,S2R80105,97
98,1322,702,468.0,92.28427052497864,12.42783312820361,0.6905583005076111,0.899135446685879,0.999514288073363,163.0093,0.04338627,84.66198,0.03779582,97.0278,0.03369076,272.03772,0.023771288,1472,852,S2R80105,98
99,343,696,386.0,80.62741649150848,10.770329614269007,0.7461595132715406,0.9179548156956004,0.9974354977014308,160.96118,0.059356265,84.766464,0.049461525,96.752945,0.04645346,265.17468,0.03173574,493,846,S2R80105,99
100,1156,682,110.0,41.31370830535889,6.324555320336759,0.8098679109790748,0.9649122807017544,0.9988148218932498,167.6164,0.0391926,83.07549,0.040051274,95.54108,0.02694545,266.28238,0.029722905,1306,832,S2R80105,100
101,1067,680,256.0,61.79898953437805,9.219544457292887,0.8423393343090214,0.9642184557438794,0.9997543968174964,156.92252,0.10079837,88.88971,0.07077061,99.88904,0.0698166,278.17215,0.04494354,1217,830,S2R80105,101
102,1260,677,235.5,57.2132031917572,9.081908183646023,0.9040828874508463,0.9853556485355649,0.9997746884342084,158.44344,0.11347177,88.076775,0.06986422,99.405785,0.06114027,271.9247,0.038547743,1410,827,S2R80105,102
103,852,677,500.5,96.87005710601807,12.841455262053787,0.6702469313951415,0.9018018018018018,0.9999160280840745,166.81323,0.04395831,83.57059,0.043503355,95.11287,0.045327913,267.82327,0.026163332,1002,827,S2R80105,103
104,668,674,282.5,64.04163002967834,9.848857801796104,0.8655727221068017,0.9641638225255973,0.9998435712176093,155.44173,0.15321796,91.069565,0.09138471,102.311714,0.08119166,280.42154,0.06385511,818,824,S2R80105,104
105,452,675,484.0,81.9411244392395,12.649110640673518,0.9058397764240502,0.9847405900305188,0.9865457219745224,152.62102,0.12998341,87.38815,0.08689744,98.3765,0.08268007,267.78604,0.05269164,602,825,S2R80105,105
106,617,671,272.5,68.3847758769989,8.97213595499958,0.7322468545772085,0.9144295302013423,0.9997985285356663,163.50194,0.05411718,85.51963,0.038306113,97.59472,0.044657167,269.42563,0.02962179,767,821,S2R80105,106
107,719,671,489.5,93.69848418235779,13.0,0.7006440366374003,0.9048059149722736,0.999584207740315,156.95477,0.124498285,89.095924,0.07555917,101.8135,0.07466196,277.82404,0.04463543,869,821,S2R80105,107
108,562,673,343.0,78.28427052497864,10.605318061589779,0.7033232365412734,0.9183400267737617,0.9987334659584899,154.35252,0.117973596,86.84217,0.08673602,99.42889,0.07395504,263.96027,0.035865124,712,823,S2R80105,108
109,572,688,354.0,74.28427064418793,10.723399819563308,0.806156571991074,0.945260347129506,0.9997633391030348,159.36813,0.10841375,87.54199,0.07384156,98.43869,0.06678449,266.04248,0.03623371,722,838,S2R80105,109
110,547,689,101.0,44.485281229019165,6.576915171081847,0.6413551064008685,0.8898678414096917,0.9982411266198965,169.94722,0.029218832,81.56482,0.0266666,93.37154,0.029688904,257.74506,0.018054735,697,839,S2R80105,110
111,593,689,340.5,78.3847758769989,10.770329614269007,0.6964076584446603,0.9043824701195219,0.9997204826720055,162.71649,0.04512847,86.208,0.0346798,97.907455,0.036269438,269.9125,0.026334126,743,839,S2R80105,111
112,955,659,295.5,68.38477599620819,10.0,0.7940511734795435,0.9410828025477707,0.9998593932516526,162.08147,0.04824244,85.56618,0.042532373,97.392975,0.035966452,271.4617,0.023774775,1105,809,S2R80105,112
113,846,651,60.0,29.656854152679443,5.0,0.8572568253872993,0.9836065573770492,0.996587418951177,173.01982,0.04608729,81.47328,0.04055635,94.73398,0.0509023,264.5272,0.025676968,996,801,S2R80105,113
114,1099,656,251.5,67.21320307254791,9.137464797715152,0.6995820675914568,0.8918439716312057,0.9997811530023588,162.81369,0.05982402,84.92755,0.04677615,97.32667,0.042276487,264.24246,0.019803219,1249,806,S2R80105,114
115,1111,665,215.0,62.28427064418793,8.246211251235321,0.6964525896543239,0.8847736625514403,0.9995810376188613,163.49689,0.044593018,85.884895,0.042092204,96.849495,0.034926806,271.5869,0.024707783,1261,815,S2R80105,115
116,1356,645,147.0,46.14213526248932,7.211102550927978,0.8676245314069986,0.9767441860465116,0.9927748807667803,161.91075,0.072970144,85.77323,0.04771772,97.761604,0.04781027,275.6291,0.034239303,1506,795,S2R80105,116
117,1034,644,243.5,64.38477599620819,9.219544457292887,0.738146307277153,0.9188679245283019,0.5745512708524567,162.81335,0.053243604,84.57566,0.042958602,96.68776,0.0394459,272.71274,0.032154806,1184,794,S2R80105,117
118,1039,660,166.0,48.97056221961975,7.615773105863909,0.8698568181049493,0.9736070381231672,0.9995502563516586,166.2912,0.07284182,84.375984,0.048861757,95.268394,0.05421339,269.27975,0.036196206,1189,810,S2R80105,118
119,1314,646,321.5,69.6984840631485,10.700237713501828,0.8316568646653628,0.946980854197349,0.9998140582981859,155.12027,0.100376554,88.48271,0.056443233,100.78806,0.05280118,277.8885,0.033296246,1464,796,S2R80105,119
120,1299,658,305.0,65.45584344863892,10.0,0.8945669653572251,0.9775641025641025,0.93722212676889,157.07309,0.09474094,88.19838,0.05794132,99.55701,0.05381491,272.3336,0.02396894,1449,808,S2R80105,120
121,74,645,293.5,69.55634891986847,9.219544457292887,0.762332464330901,0.9392,0.9988888378222008,162.85922,0.051505152,88.76045,0.031748846,99.03295,0.038158495,265.94745,0.026888458,224,795,S2R80105,121
122,1550,641,266.0,62.97056233882904,9.219544457292887,0.8429782266688679,0.9743589743589743,0.9998172912794252,153.57954,0.11210009,86.331184,0.07999194,96.82414,0.069115266,267.88962,0.039165657,1700,791,S2R80105,122
123,627,641,382.0,77.79898941516876,11.180339887498949,0.7930951893184455,0.9526184538653366,0.9997019937854501,158.68515,0.08840008,87.860634,0.059791774,99.53289,0.05292517,272.65326,0.037501805,777,791,S2R80105,123
